Vmag,Plx,e_Plx,B-V,SpType,Distance (parsecs),Distance (light years),Amag,Temperature (K),Luminosity (Sun=1),Radius (Sun=1),target
6.19,0.00408,0.94,-0.034,B6V,245.09803921568627,799.4019607843137,-0.756699184550599,10570.16548926032,174.8556515562885,3.9512211546383518,0.0
8.12,0.004030000000000001,1.07,1.028,K0III,248.13895781637714,809.3200992555829,1.1465252307055476,4676.501293130169,30.29632198224549,8.402488201756995,1.0
9.17,0.00217,1.22,0.166,A7V,460.8294930875576,1503.0230414746543,0.8522986692426482,8435.833251140992,39.72652085127735,2.956918592390579,0.0
8.21,0.00082,1.25,0.353,O9.5III,1219.5121951219512,3977.5121951219508,-2.2209307380814156,7140.835626793466,673.5538071142481,16.99194720783604,1.0
8.13,0.00879,1.24,0.413,F2V,113.76564277588169,371.0534698521046,2.8499443753688594,6811.764999302448,6.309896706276088,1.807369239349309,0.0
6.42,0.0178,0.53,0.55,F8V,56.17977528089888,183.23370786516855,2.67210001154447,6170.479670332324,7.432929187905593,2.3905466390915917,0.0
11.53,0.05945,3.88,1.576,M2.5Ve,16.82085786375105,54.862237174095874,10.400759294773552,3682.6626572128844,0.00602138341577358,0.19102021961035706,0.0
8.58,0.0019299999999999999,1.37,0.0,A3II/III,518.1347150259068,1689.9274611398964,0.0077865450388703294,10125.237191650855,86.47396685235657,3.028219520099013,1.0
8.21,0.0019299999999999999,0.72,1.364,K4III,518.1347150259068,1689.9274611398964,-0.3622134549611289,4010.23716200098,121.5865069944481,22.890625049200555,1.0
8.76,0.00477,1.08,0.419,F2V,209.64360587002096,683.7651991614255,2.152591895200569,6780.656605633341,11.993977834948696,2.514740604706671,0.0
5.6,0.00635,1.01,-0.118,B3V,157.48031496062993,513.6314960629921,-0.38613137354012217,11884.676402139527,124.29468252892858,2.6351578021789055,0.0
8.21,0.00285,1.06,1.399,K3III,350.8771929824561,1144.4070175438594,0.4842243000425519,3952.0299686921016,55.758397033378934,15.961354985323032,1.0
6.58,0.00246,0.92,-0.174,B2V,406.5040650406504,1325.8373983739837,-1.4653244644831034,12988.90759752484,335.837962016032,3.626391711205373,0.0
6.24,0.00263,0.87,-0.16,B2.5V,380.22813688212926,1240.1368821292774,-1.6602212575512096,12691.662939978085,401.87269842838356,4.154916181058346,0.0
5.92,0.00387,0.8,1.535,K5III,258.39793281653743,842.7803617571058,-1.141445174905443,3741.610846174736,249.2172330694073,37.646696975758964,1.0
11.07,0.037649999999999996,2.54,1.499,M3,26.56042496679947,86.62841965471448,8.948824902683597,3795.0112260338456,0.022933484116508494,0.3510459481181908,0.0
7.76,0.0030099999999999997,0.92,0.019,A1V,332.2259136212625,1083.5747508305649,0.1528324779692154,9894.25534420779,75.66011704646333,2.9663497196127637,0.0
6.72,0.00488,0.82,1.609,M0III,204.91803278688525,668.3524590163934,0.16209911001355248,3636.5976892583017,75.01711463870814,21.86476108214171,1.0
5.32,0.00945,0.74,0.051,A2V,105.82010582010582,345.1386243386243,0.1971590425463159,9530.584866885747,72.63340147792475,3.1324500940700832,0.0
8.2,8.999999999999999e-05,1.05,0.002,B5Vn,11111.111111111111,36239.555555555555,-7.028787452803375,10100.358060473627,56430.64069319438,77.739013601975,0.0
9.86,0.00011,0.97,0.08,A0Iae,9090.90909090909,29650.54545454545,-4.9330365742088755,9225.6595386702,8188.693759444364,35.49502961842434,1.0
7.0,0.00588,0.54,1.208,K1/K2III,170.06802721088437,554.6870748299319,0.846886630380693,4293.089668741011,39.92503889012922,11.445580646235147,1.0
8.54,0.011710000000000002,0.81,0.589,G0V,85.39709649871904,278.527754056362,3.882784475361815,6010.950108453165,2.4371721675920894,1.4424870845962734,0.0
8.38,0.01248,0.67,0.521,F6V,80.12820512820512,261.3429487179487,3.8610729267320263,6295.155047096477,2.4863990392423836,1.328396208989115,0.0
9.25,0.00596,0.87,0.455,F3/F5V,167.78523489932886,547.241610738255,3.1262312987011827,6600.28425298352,4.8922369171134585,1.6950539914475973,0.0
8.18,0.00835,0.73,0.263,A9V,119.76047904191617,390.6059880239521,2.78843237741801,7705.415415413778,6.677702227013648,1.453036368995559,0.0
9.14,0.00364,1.34,1.011,K0III,274.72527472527474,896.032967032967,1.9455069182452807,4716.48182136663,14.514338009526002,5.717647296418028,1.0
8.72,0.0025299999999999997,0.9,0.905,G8III,395.2569169960475,1289.1541501976285,0.735602605879091,4983.050757894014,44.23427948881212,8.942190794171468,1.0
8.68,0.0024100000000000002,0.77,1.614,M0III,414.93775933609953,1353.3443983402487,0.5900852128743423,3629.722175334783,50.57849644395809,18.021513561655848,1.0
6.71,0.0011200000000000001,0.92,-0.137,B3V,892.8571428571428,2912.107142857142,-3.043909886649092,12235.059680023867,1437.3547041291208,8.45521914321919,0.0
8.88,0.00254,0.94,0.056,A1V,393.70078740157476,1284.07874015748,0.9041685830996915,9476.421353832126,37.873249313255144,2.287876792737292,0.0
5.79,0.00312,0.49,1.717,M2/M3III,320.5128205128205,1045.3717948717947,-1.7392270299077852,3493.844263187389,432.2060202831645,56.85823784475615,1.0
8.8,0.03707,1.25,0.923,K2V,26.975991367682763,87.98381440517939,6.645112930147819,4935.556864316527,0.19140568288120316,0.5995979911047251,0.0
6.74,0.0028799999999999997,0.9,-0.139,B8IIIp,347.22222222222223,1132.486111111111,-0.9630375612038442,12273.298957077628,211.4535713061534,3.2228490235752068,1.0
7.38,0.00335,0.67,-0.051,B9V,298.5074626865672,973.6,0.005224035184226317,10809.486984241597,86.67830018061615,2.6601131012808428,0.0
9.4,0.00513,0.79,0.444,F5V,194.9317738791423,635.7816764132554,2.950586825559082,6654.286202145474,5.751290039617915,1.808151257942212,0.0
7.34,0.0029100000000000003,0.89,1.242,K2III,343.64261168384877,1120.8109965635738,-0.3405350550704629,4227.935835505765,119.18292014462324,20.389440595442288,1.0
7.58,0.01165,1.06,0.549,F7V,85.83690987124463,279.9622317596566,2.911629626810189,6174.690258703779,5.961398435619605,2.137956161278024,0.0
9.2,0.00172,0.96,0.934,G6/G8III,581.3953488372093,1896.2558139534883,0.3776422345377419,4907.0014099217815,61.50962880644903,10.874123537491586,1.0
8.28,0.00535,0.61,1.155,K1III,186.9158878504673,609.6373831775701,1.9217689101061417,4398.9623536929475,14.83516687732773,6.645089006363683,1.0
5.67,0.00055,1.11,-0.228,B1Vvar,1818.181818181818,5930.10909090909,-5.628186552528781,14299.699645275914,15533.689540668282,20.348788341219137,0.0
8.29,0.00512,0.82,0.448,F3V,195.31249999999997,637.0234374999999,1.8363498048791538,6634.538697205323,16.04944718873764,3.0385308562746314,0.0
4.78,0.00175,0.75,-0.248,B0.5V,571.4285714285714,1863.7485714285713,-4.004809756568528,14864.8252151256,3482.762844833499,8.916561560325594,0.0
6.69,0.00165,0.58,1.504,K4III,606.0606060606061,1976.7030303030303,-2.222580278930468,3787.4999462929786,674.5779038928727,60.445762456654215,1.0
8.42,0.00098,0.72,1.469,K2III,1020.4081632653061,3328.122448979592,-1.6238696215375263,3840.737695342736,388.6403142396095,44.61693200611435,1.0
7.5,0.0022,1.02,-0.116,B7V,454.5454545454545,1482.5272727272725,-0.7878865958889687,11849.096003714354,179.95115494960348,3.1897890123986823,0.0
6.97,0.00249,0.91,-0.107,B3V,401.60642570281124,1309.863453815261,-1.0490032645213185,11691.894367252991,228.87655387640402,3.694757692019471,0.0
5.6,0.0022299999999999998,0.82,0.149,B9IIIMNp...,448.43049327354265,1462.5829596412557,-2.658475684759198,8579.94981616146,1007.8369434882524,14.397288806857192,1.0
8.66,0.011460000000000001,1.12,0.686,G5V,87.26003490401395,284.60383944153574,3.9559230881568563,5650.006059514563,2.2784041590966586,1.5786019327750906,0.0
5.76,0.01028,0.59,1.12,K0III,97.2762645914397,317.27237354085605,0.8199655732962841,4471.937939664698,40.92736368406494,10.679979634846905,1.0
7.21,0.00381,1.08,1.411,M5,262.4671916010499,856.0524934383202,0.11462487837809743,3932.476377527268,78.37003643013136,19.11163552097953,0.0
6.57,0.00268,0.98,-0.142,B1.5V,373.13432835820896,1217.0,-1.2893260298560545,12331.163857513362,285.5817246081482,3.710326631006715,0.0
6.24,0.00289,1.06,-0.148,B2.5V,346.0207612456747,1128.5674740484426,-1.4555107862172605,12448.752521266335,332.8160902957687,3.9301177784711565,0.0
4.98,0.00172,1.0,-0.097,O9.5Vpe,581.3953488372093,1896.2558139534883,-3.842357765462257,11522.612174029493,2998.769645882783,13.769708251623122,0.0
4.58,0.00415,1.59,-0.183,B2III...,240.96385542168673,785.9180722891565,-2.3297595164395357,13188.419885799141,744.5670388480305,5.237468780681052,1.0
2.75,0.00246,0.77,-0.21,O9III,406.5040650406504,1325.8373983739837,-5.2953244644831035,13830.709095337626,11432.199268275095,18.6608350635419,1.0
6.74,0.020989999999999998,0.85,0.502,F6V,47.641734159123395,155.3863744640305,3.3500621929120022,6379.832130149707,3.9808436691574594,1.636530612474059,0.0
6.75,0.00277,0.88,0.184,B1V,361.01083032490976,1177.4584837545126,-1.0376011546777573,8288.937030539451,226.4855307314543,7.312697778890337,0.0
6.04,0.0040999999999999995,0.49,-0.018,B8III,243.90243902439028,795.5024390243902,-0.8960807164013227,10355.461805136052,198.80728139566588,4.389674075766816,1.0
8.33,0.01131,0.74,0.827,G8/K0V,88.41732979664013,288.37842617152955,3.597313024627277,5200.5859904253,3.1701133434210673,2.197798672054966,0.0
5.24,0.0088,0.73,0.269,F0III,113.63636363636363,370.6318181818181,-0.03758663924915595,7664.742737167775,90.1643083777338,5.396065810599408,1.0
8.56,0.0009699999999999999,0.77,0.97,G8III,1030.9278350515465,3362.4329896907216,-1.5061413286687753,4815.94093466545,348.70368063887645,26.87949078567218,1.0
7.12,0.020120000000000002,0.54,0.496,F6V,49.70178926441351,162.10536779324053,3.6381398819194493,6407.085991242047,3.053121216647703,1.4210389863419777,0.0
7.56,0.00028000000000000003,1.06,0.133,O7.5III,3571.428571428571,11648.428571428569,-5.204209843288903,8720.653940155162,10511.965752716842,45.0089558561441,1.0
8.22,0.0119,0.98,0.707,G5V,84.03361344537815,274.08067226890756,3.597734806962655,5577.87317263675,3.168882070003048,1.9101648238072377,0.0
9.33,0.03082,0.94,1.119,K5V,32.44646333549643,105.82608695652173,6.774163171912003,4474.060364102422,0.1699553073472274,0.6875729173317238,0.0
7.95,0.00013000000000000002,1.03,1.556,K4III,7692.3076923076915,25088.923076923074,-6.480283238465815,3711.1751137419865,34049.70043415125,447.2896286093048,1.0
7.6,0.00297,0.96,1.568,K3III,336.7003367003367,1098.1683501683501,-0.03621775341393896,3694.0129075338446,90.05070171119523,23.216770506631153,1.0
7.62,0.00216,0.84,0.909,G8III,462.96296296296293,1509.9814814814813,-0.7077312442453438,4972.41308826234,167.14465674795477,17.45689187675011,1.0
6.1,0.00625,0.55,1.159,K2III,160.0,521.8496,0.07940008672037635,4390.781100551189,80.95430810031047,15.58086215330726,1.0
9.08,0.007690000000000001,2.62,0.558,F7V,130.03901170351105,424.1300390117035,3.509631699007155,6137.0162433237265,3.4367450862268925,1.6432899139522872,0.0
8.58,0.00579,1.3,0.082,A0V,172.71157167530225,563.3091537132988,2.39339281863718,9205.424470576712,9.608218539150752,1.2212058421199106,0.0
7.39,0.00415,0.88,-0.081,B8V,240.96385542168673,785.9180722891565,0.4802404835604639,11262.873108149148,55.96336325295224,1.968831711731537,0.0
1.69,0.0024300000000000003,0.91,-0.184,B0Ia,411.5226337448559,1342.2057613168722,-6.381968632008439,13211.014566512751,31101.938108153365,33.73466941264142,1.0
6.56,0.00184,0.87,-0.18,B3Vvar,543.4782608695652,1772.586956521739,-2.115910884952318,13121.153930884579,611.454793475615,4.795050563162228,0.0
6.1,0.009789999999999998,0.86,0.295,F0V:,102.1450459652707,333.1521961184883,1.0539134590156882,7493.78895863985,32.993973131036554,3.4148329766627907,0.0
9.52,0.00134,0.88,0.49,F8V,746.2686567164179,2434.0,0.15552399182403853,6434.592641259216,75.47278972772529,7.005000340460719,0.0
8.23,0.0085,0.76,0.473,F3V,117.6470588235294,383.71294117647057,2.8770946285714647,6513.933703222605,6.1540659857316005,1.95186367178517,0.0
8.01,0.0024300000000000003,1.0,-0.092,B8V,411.5226337448559,1342.2057613168722,-0.06196863200843872,11440.011514091146,92.21200237809633,2.449603976132495,0.0
8.49,0.00304,0.62,0.191,A3V,328.9473684210526,1072.8815789473683,0.9043679180437696,8233.319579563858,37.86629664001438,3.0306204211796866,0.0
7.61,0.0035299999999999997,0.74,1.576,M1III,283.28611898017,923.9546742209632,0.3488735269391121,3682.6626572128844,63.16123150776422,19.563947719538188,1.0
8.78,0.00093,0.71,1.554,M4III,1075.268817204301,3507.0537634408597,-1.377585257230324,3714.051590679939,309.7662533031599,42.59673011288012,1.0
7.89,0.00309,0.71,1.087,K0/K1III,323.62459546925567,1055.5210355987053,0.33979239712417275,4543.114527329833,63.69172937848556,12.908899670751573,1.0
6.52,0.011779999999999999,1.2,0.452,F5III,84.88964346349746,276.87266553480475,1.8757264522554138,6614.917719180505,15.477806720626122,3.001655809347982,1.0
7.85,0.00098,0.97,-0.056,B6V,1020.4081632653061,3328.122448979592,-2.1938696215375266,10882.202831465258,656.9734948773361,7.225956895221852,0.0
9.14,0.00046,1.45,0.014,B2V,2173.913043478261,7090.347826086956,-2.5462108415921296,9953.895983102047,908.8335202789033,10.158066394541175,0.0
7.95,0.00391,0.67,1.05,K0III,255.7544757033248,834.1585677749359,0.9108837869793343,4625.809668053836,37.639728765324456,9.572002396497082,1.0
8.26,0.00724,0.65,0.406,F3V,138.12154696132598,450.49171270718233,2.558692830985735,6848.452201524804,8.251309312807308,2.0447096699588494,0.0
9.09,0.00914,1.11,0.621,G2/G3V,109.40919037199124,356.8446389496717,3.894730978669158,5886.51717398861,2.41050262374058,1.4958637865643574,0.0
7.61,0.0035299999999999997,1.12,1.046,K1III,283.28611898017,923.9546742209632,0.3488735269391121,4634.940057708899,63.16123150776422,12.350715726977446,1.0
5.74,0.00437,0.71,1.671,M0III,228.8329519450801,746.3524027459954,-1.0575928151478902,3553.2036526536476,230.694439153241,40.16367445575358,1.0
5.71,0.0017,0.93,-0.212,B1V...,588.2352941176471,1918.5647058823529,-3.1377553931086295,13881.107835552286,1567.1196536457458,6.858954115032204,0.0
6.88,0.004730000000000001,0.67,1.366,K2/K3III,211.41649048625789,689.5475687103592,0.2543057036890577,4006.862895775092,68.90928100289007,17.26175585210484,1.0
7.93,0.0044,0.67,0.946,G8IIICN...,227.27272727272725,741.2636363636362,1.1472633824309373,4876.24586270274,30.275731638121307,7.7255820413841905,1.0
9.03,0.0035800000000000003,1.34,0.052,B2Ve,279.32960893854744,911.0502793296088,1.7994151332193722,9519.697182099015,16.604811382156544,1.501155841730334,0.0
8.34,0.00687,0.98,0.018,A0V,145.56040756914118,474.7540029112081,2.524783685297752,9906.119746997992,8.51307630053965,0.9926386723646655,0.0
8.76,0.00278,0.71,0.071,A0/A1V,359.71223021582733,1173.2230215827337,0.9802239795903809,9317.952706453369,35.31103181522749,2.2849109314094393,0.0
6.08,0.00128,1.01,1.032,G3Ib,781.2499999999999,2548.0937499999995,-3.383950151760658,4667.197706522497,1965.984369679831,67.95676688049268,1.0
8.26,0.00107,0.72,1.558,K5III,934.5794392523364,3048.1869158878503,-1.5930811115739516,3708.303258503224,377.7743305397927,47.186831008758055,1.0
6.28,0.00381,0.47,-0.052,B9.5V,262.4671916010499,856.0524934383202,-0.8153751216219023,10823.943144756118,184.5652981736849,3.871320208581938,0.0
8.49,0.0023,0.82,1.051,K0III,434.7826086956522,1418.0695652173913,0.29863918008796553,4623.532987288598,66.15220548740204,12.702210863067505,1.0
7.95,0.0419,1.74,0.845,K0V,23.86634844868735,77.84152744630072,6.061070114831477,5148.613019445898,0.3277720777035655,0.7210419804427854,0.0
8.65,2.9999999999999997e-05,1.21,0.061,A0/A1V,33333.333333333336,108718.66666666667,-8.964393726401687,9422.936975494651,335550.19115577964,217.80169112691146,0.0
8.49,0.00401,1.22,0.306,A9V,249.3765586034913,813.3566084788031,1.505721863100911,7423.943766267737,21.76262380385429,2.825799573223988,0.0
8.66,0.0049900000000000005,0.71,0.417,F3V,200.4008016032064,653.6192384769538,2.1505027281169493,6790.991757348858,12.017078793290748,2.509505331685996,0.0
5.53,0.01856,0.86,0.237,F0V,53.87931034482759,175.73060344827584,1.872889859414216,7887.2797176256845,15.518296885362815,2.1140858380443097,0.0
8.59,0.00696,0.7,0.56,F8V,143.67816091954023,468.6149425287356,2.80304619805281,6128.711336703474,6.588423700085801,2.281431861472376,0.0
5.97,0.0039700000000000004,0.82,1.592,K4II SB,251.88916876574305,821.5516372795969,-1.0360474661844243,3660.177868975085,226.1616617237874,37.47660028905606,1.0
8.5,0.0035499999999999998,0.84,1.066,K0III,281.69014084507046,918.749295774648,1.251141765275471,4589.663739025218,27.513338659197103,8.31313791647265,1.0
7.95,0.00279,0.65,0.927,G8/K0III,358.4229390681004,1169.0179211469535,0.17802101636798717,4925.132459274534,73.92504430019618,11.833549763195336,1.0
6.1,0.01514,0.81,0.051,A2V,66.05019815059445,215.42668428005283,2.000629375820269,9530.584866885747,13.79584320087977,1.3651805555108523,0.0
8.1,0.00115,1.22,0.034,B0.5V,869.5652173913044,2836.1391304347826,-1.5965107982319413,9720.008041122586,378.96955283725686,6.8789790411981135,0.0
8.62,0.00107,1.26,0.925,G8III,934.5794392523364,3048.1869158878503,-1.2330811115739522,4930.3388308819585,271.16425785032385,22.6161025176669,1.0
9.3,0.01339,1.6,0.727,K1/2V + (G),74.6825989544436,243.58177744585507,4.9339028850600455,5510.979622382693,0.9256330353861432,1.057588908961204,0.0
7.68,0.017079999999999998,0.85,0.448,F5V,58.54800936768151,190.9578454332553,3.8424393317649304,6634.538697205323,2.52943933126759,1.206273384598814,0.0
7.89,0.00207,0.98,-0.102,B5V,483.0917874396136,1575.632850241546,-0.5301482727154108,11606.561507240762,141.92513274025472,2.9524161691710793,0.0
6.15,0.00877,0.72,0.006,A0V,114.02508551881414,371.8996579247434,0.8649979668302041,10051.006201144508,39.264567067449164,2.070791624557353,0.0
6.26,0.0126,0.65,0.231,A8Vn,79.36507936507937,258.8539682539682,1.761852725587815,7930.5963890704825,17.18932843794432,2.200760760622172,0.0
8.39,0.00474,1.25,1.159,K1III,210.97046413502107,688.0928270042193,1.7688917083704272,4390.781100551189,17.078248032378987,7.1563761714520835,1.0
6.9,0.00307,0.61,1.322,K2III,325.73289902280135,1062.3973941368079,-0.6643081226140666,4082.492760904539,160.59175677579677,25.384338643855923,1.0
9.36,0.0038900000000000002,0.83,0.42,F0V,257.0694087403599,838.4473007712082,2.3097480066285385,6775.501819033036,10.377692483750122,2.342731630658086,0.0
9.13,0.00228,0.96,1.507,K1/K2III:,438.5964912280702,1430.5087719298244,0.9196742350022706,3783.007993818231,37.336216481855466,14.254293934060179,1.0
8.23,0.0035600000000000002,0.68,0.804,G2III,280.8988764044944,916.1685393258426,0.9872499898643774,5268.642155663069,35.08326501302772,7.123733632606235,1.0
7.46,0.00531,0.89,0.98,G8II-III,188.32391713747649,614.2297551789078,1.085472605407345,4791.27622506509,32.04873985133766,8.233000374616417,1.0
6.03,0.0024,0.83,-0.21,B1Vvar,416.6666666666667,1358.9833333333333,-2.0689437914419697,13830.709095337626,585.5682441994248,4.223329244594521,0.0
7.56,0.00549,0.66,0.997,G8III,182.14936247723134,594.0910746812386,1.2578617222504596,4749.952630336402,27.343576000511018,7.737562560022721,1.0
7.32,0.00604,1.06,0.965,F3III,165.56291390728475,539.9933774834436,1.2251846931056587,4828.37417620967,28.179035407615725,7.601797550690732,1.0
7.19,0.00567,0.74,1.127,K0III,176.3668430335097,575.2310405643739,0.9579152944645326,4457.139998090821,36.04407479432037,10.089263515784427,1.0
8.46,0.009439999999999999,1.47,0.5,F2V,105.93220338983052,345.5042372881356,3.334859971490345,6388.888888888889,4.036974548842626,1.6433588585349317,0.0
7.11,0.0025099999999999996,1.1,-0.095,B4V,398.4063745019921,1299.4262948207172,-0.8916313925948094,11489.411980913172,197.99424044744416,3.558653870132175,0.0
8.33,0.00626,0.95,0.239,A6V,159.7444089456869,521.0159744408945,2.312871666052148,7872.955983166579,10.347878804733739,1.732627068813811,0.0
7.15,0.00234,0.88,-0.161,B1.5V,427.3504273504273,1393.8290598290596,-1.0039207129492844,12712.387790614901,219.5676153512695,3.0611524069695535,0.0
2.97,0.00782,1.02,-0.148,B4IIIp,127.8772378516624,417.07928388746797,-2.5639662347007595,12448.752521266335,923.8181572796854,6.547818841511499,1.0
7.42,0.00632,0.62,0.131,A3V,158.2278481012658,516.0696202531644,1.423585391411926,8738.601730367262,23.47285107870031,2.1181372791663775,0.0
7.26,0.016800000000000002,0.82,0.404,F3V,59.52380952380952,194.14047619047616,3.386546408629314,6859.013236653516,3.849297135831439,1.3922669419481744,0.0
7.52,0.01221,0.82,0.36,F2V,81.9000819000819,267.1220311220311,2.9535783197244125,7100.667766194713,5.735465504937704,1.5857730226565583,0.0
9.19,0.00535,0.86,0.507,F6/F7V,186.9158878504673,609.6373831775701,2.831768910106142,6357.311055327577,6.416414860156683,2.0924465357415065,0.0
9.35,0.005900000000000001,1.12,0.646,G2V,169.4915254237288,552.8067796610169,3.2042600582107212,5793.079693336562,4.552982454642668,2.12267770008134,0.0
5.28,0.02354,0.62,0.486,F5V,42.48088360237893,138.55395072217502,2.1390322925370797,6453.072675678841,12.14470815749034,2.7939298910755532,0.0
7.61,0.00307,1.0,-0.125,B5V,325.73289902280135,1062.3973941368079,0.04569187738593339,12011.119092981853,83.50707059969845,2.114704810905577,0.0
7.96,0.00774,0.73,0.546,F8V,129.19896640826872,421.3901808785529,2.4037048034144632,6187.359245659021,9.517394659120832,2.690316960118417,0.0
6.57,0.00335,0.61,1.269,K1/K2III,298.5074626865672,973.6,-0.8047759648157733,4177.651386136748,182.77230374921498,25.86103339499379,1.0
7.72,0.00958,1.68,0.764,G5III,104.38413361169103,340.455114822547,2.6268275453927226,5391.631155337349,7.749416120629363,3.197048447433924,1.0
8.3,0.00108,0.73,1.064,K0III,925.9259259259259,3019.9629629629626,-1.5328812225652495,4594.149429058323,357.3983054443885,29.903435494849088,1.0
7.43,0.0023799999999999997,0.89,1.216,K2IIICN...,420.1680672268908,1370.4033613445379,-0.6871152147174406,4277.570782744916,164.00084506389675,23.365964283644598,1.0
7.47,0.0020299999999999997,1.44,-0.081,B6V,492.61083743842374,1606.6798029556653,-0.9925198104339357,11262.873108149148,217.27408225135147,3.8793651022424602,0.0
8.24,0.014,0.81,0.547,F7V,71.42857142857143,232.9685714285714,3.97064017839119,6183.130031999174,2.2477288954415977,1.3092129112898256,0.0
8.03,0.00307,1.32,-0.13,B5V,325.73289902280135,1062.3973941368079,0.46569187738593243,12103.301413538873,56.71830570053492,1.7163624391156336,0.0
8.3,0.00209,1.51,1.136,K1III,478.4688995215311,1560.5550239234449,-0.09926856944472995,4438.264539182866,95.43494504941171,16.55702940269962,1.0
7.73,0.01451,0.76,0.48,F6V,68.91798759476224,224.7801516195727,3.5383370621886803,6481.0089238789,3.347072927993984,1.4541272854687048,0.0
5.87,0.005860000000000001,0.98,-0.061,B8III,170.6484641638225,556.5802047781568,-0.2905119199095454,10956.021843649138,113.8163798624333,2.96723320316231,1.0
7.43,0.01642,0.66,0.6,G0V...,60.90133982947625,198.63337393422654,3.5068657639171095,5967.543450190654,3.445511425788403,1.740166254773598,0.0
9.13,0.005719999999999999,1.35,0.264,A7V,174.82517482517486,570.2027972027972,2.916980143965123,7698.603814159162,5.932092882270447,1.3719399579475378,0.0
8.33,0.00564,1.14,1.0,G8III,177.3049645390071,578.2907801418439,2.086395519916711,4742.7381778526815,12.747992286868866,5.2992898059549445,1.0
7.46,0.0044,1.82,-0.028,B6V,227.27272727272725,741.2636363636362,0.6772633824309375,10488.495365910292,46.67610917987091,2.0733662134769775,0.0
6.53,0.00139,0.67,1.574,K4/K5III,719.4244604316547,2346.4460431654675,-2.754925998729525,3685.4934288994436,1101.4642337263663,81.57348042181893,1.0
9.62,0.00354,1.34,0.223,A6Vn,282.4858757062147,921.3446327683615,2.3650163101289374,7989.171796857606,9.862646696706822,1.642662309930798,0.0
7.62,0.00328,0.75,1.078,K1III,304.8780487804878,994.3780487804877,0.19936921855839618,4562.942002990653,72.48569587701313,13.651844531209353,1.0
7.74,0.04872,1.0,0.834,K2V,20.525451559934318,66.94499178981937,6.178536398124095,5180.242354300889,0.29416123537484523,0.6747573727400022,0.0
6.84,0.0020800000000000003,0.8,-0.152,B2V,480.7692307692307,1568.0576923076922,-1.5696833251861921,12528.555500472254,369.72032835952945,4.089683860685416,0.0
8.31,0.01217,1.22,0.439,F3V,82.16926869350863,268.0,3.736452891150326,6679.150478693817,2.7888094637807783,1.249746820874037,0.0
7.04,0.004070000000000001,0.53,0.07,A2V,245.70024570024566,801.3660933660932,0.08797204612609999,9328.33423057308,80.31768486245561,3.4383688938472243,0.0
6.43,0.00625,0.49,-0.047,A0V,160.0,521.8496,0.4094000867203764,10752.091303165967,59.73652639439366,2.231974201482002,0.0
9.67,0.00086,0.95,1.001,K1III:,1162.7906976744187,3792.5116279069766,-0.6575077437821601,4740.338496154708,159.58905295453323,18.76886084328748,1.0
7.15,0.00181,0.57,1.459,K3III,552.4861878453039,1801.9668508287293,-1.561607125654076,3856.2357120413203,366.98038357113995,43.00801075533945,1.0
8.08,0.004059999999999999,0.64,-0.042,A0V,246.30541871921187,803.3399014778327,1.122630167885971,10681.29698870658,30.97047974807725,1.6284748668313247,0.0
8.61,0.00174,1.64,-0.024,B8V,574.7126436781609,1874.4597701149423,-0.18725375858700133,10434.826364402541,103.49074264485354,3.1191436269376367,0.0
7.97,0.009519999999999999,0.97,0.417,F3V,105.0420168067227,342.60084033613447,2.863184741922372,6790.991757348858,6.2334158826652235,1.8073893544799122,0.0
7.93,0.01174,1.42,0.435,F3V,85.17887563884156,277.81601362862006,3.2783404845579778,6699.1874132057255,4.2526907855467915,1.5340613314443066,0.0
8.83,0.00135,0.78,1.019,K0/K1III,740.7407407407406,2415.97037037037,-0.5183311575249689,4697.5780240644945,140.3888003789106,17.925583528876363,1.0
7.59,0.01788,0.98,0.607,G3V,55.92841163310962,182.413870246085,3.8518375722994946,5940.269764295265,2.5076387430861433,1.4982187387379091,0.0
5.4,0.00729,0.96,0.45,A2V + GIII,137.17421124828533,447.40192043895746,-0.28636235841012603,6624.712472253686,113.38221666645163,8.100157798576863,0.0
9.55,0.03445,1.07,1.043,K5V,29.027576197387518,94.67518142235123,7.235946131218224,4641.812807489934,0.11107633650556056,0.516405196454303,0.0
7.9,0.00438,0.91,0.18,A4V,228.31050228310502,744.648401826484,1.107370552520499,8321.091831351987,31.408831450259424,2.702217702201589,0.0
5.81,0.0066500000000000005,0.57,-0.078,B8V,150.37593984962405,490.46015037593975,-0.07589177348447773,11215.622262112387,93.40211475836092,2.5649959381989986,0.0
8.41,0.0037099999999999998,1.07,0.006,A0Vn...,269.54177897574124,879.1266846361185,1.2568695480752279,10051.006201144508,27.368574696777074,1.7288689857067585,0.0
3.77,0.0028399999999999996,0.91,-0.19,O9.5V...,352.11267605633805,1148.4366197183099,-3.963408299764813,13348.432762651251,3352.457801166495,10.84866199764057,0.0
7.98,0.00124,1.0,-0.036,A0V,806.4516129032259,2630.2903225806454,-1.5528915741888234,10597.705652891262,364.04630690368737,5.6716534134801835,0.0
8.71,0.01476,0.72,0.602,G1V,67.75067750677506,220.97289972899725,4.555431787435115,5959.723556610094,1.3116781527818828,1.0765060795781896,0.0
8.4,0.00313,1.07,0.244,A9V,319.4888178913738,1042.031948881789,0.877721687732242,7837.395137000656,38.80711207836778,3.385846391995336,0.0
